%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699528475367912847,robot0,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,28,0,277.550292969,80.8196334839,143.482788086,197.069946289,98.5349731445
1699528475534369896,robot7,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,24,0,277.702423096,87.9760284424,140.687225342,198.443405151,99.2217025757
1699528486288556177,robot1,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,288.449737549,86.9277572632,155.886566162,198.623245239,99.3116226196
1699528487146158496,robot4,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,21,0,289.301696777,77.999168396,151.445343018,202.398239136,101.199119568
1699528487422380330,robot3,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,289.550201416,63.6591262817,136.605865479,202.467895508,101.233947754
1699528498236940250,robot6,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,22,0,300.401733398,101.775764465,150.127502441,197.140808105,98.5704040527
1699528509934909029,robot2,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,24,0,312.050842285,72.8045654297,153.608093262,202.462936401,101.231468201
1699528535717355603,robot5,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,21,0,337.851348877,62.5365486145,151.150588989,202.428070068,101.214035034
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699529173936317267,robot1,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,26,0,312.601593018,103.282569885,162.213577271,198.448532104,99.2242660522
1699529174184939785,robot4,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,8,0,312.849700928,56.8493881226,134.401321411,202.406143188,101.203071594
1699529207961703017,robot0,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,19,0,346.601043701,124.213508606,178.270324707,196.788482666,98.394241333
1699529355822484054,robot2,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,63,0,494.39956665,220.229125977,238.766525269,202.491912842,101.245956421
1699529371438867908,robot5,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,67,0,510.050628662,280.557067871,112.11252594,202.462219238,101.231109619
1699529386764837532,robot7,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,82,0,525.349365234,335.107025146,112.093132019,198.681365967,99.3406829834
1699529401067774959,robot3,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,61,0,539.699462891,240.821228027,226.342727661,202.424530029,101.212265015
1699529404337430246,robot6,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,44,0,542.999511719,256.534698486,247.544906616,197.010437012,98.5052185059
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699529985179499908,robot3,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,225.699386597,120.610015869,101.055435181,202.416534424,101.208267212
1699529996337954361,robot7,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,236.850891113,113.702438354,104.630050659,198.689575195,99.3447875977
1699530001592475957,robot4,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,242.10067749,113.898330688,105.628135681,202.404495239,101.20224762
1699530011958111539,robot1,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,6,1,252.451385498,123.038444519,112.970016479,198.626602173,99.3133010864
1699530016228073336,robot5,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,256.74887085,130.599075317,102.241973877,202.417068481,101.208534241
1699530020306146637,robot2,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,260.751159668,115.392471313,102.291366577,202.44317627,101.221588135
1699530027849330495,robot6,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,6,1,268.299194336,128.12449646,111.764411926,197.118133545,98.5590667725
1699530030927816268,robot0,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,271.400695801,132.728881836,110.816200256,197.013336182,98.5066680908
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699530553151365918,robot0,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,9,0,216.84992981,124.314529419,100.753692627,197.076477051,98.5382385254
1699530618477475945,robot1,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,282.199066162,191.215652466,102.252479553,198.531097412,99.2655487061
1699530710576064580,robot2,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,14,0,374.299682617,278.787780762,107.44568634,202.477676392,101.238838196
1699530792580359560,robot3,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,14,0,456.252624512,331.030639648,105.668579102,202.441955566,101.220977783
1699530836739115910,robot4,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,12,0,500.45199585,352.350036621,104.584754944,202.443695068,101.221847534
1699530912523104021,robot5,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,11,0,576.200256348,421.29486084,107.486549377,202.451965332,101.225982666
1699530973858934363,robot6,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,637.553100586,507.804016113,105.687255859,196.657531738,98.3287658691
1699531028467668569,robot7,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,13,0,692.101196289,489.577697754,107.401344299,198.49446106,99.2472305298
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699531674533017049,robot0,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,243.199234009,56.3990364075,132.995605469,196.618545532,98.3092727661
1699531686880063941,robot7,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,255.549636841,59.7018241882,133.653625488,198.447143555,99.2235717773
1699531705122209815,robot3,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,12,0,273.750793457,58.6570320129,131.285949707,202.438415527,101.219207764
1699531725573925901,robot2,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,19,0,294.197692871,66.4546203613,152.872161865,202.531997681,101.26599884
1699531742231392306,robot5,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,14,0,310.897827148,49.0267372131,139.31237793,202.453369141,101.22668457
1699531748520893088,robot6,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,23,1,317.148406982,108.11756897,159.827926636,196.843612671,98.4218063354
1699531754644805844,robot1,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,24,1,323.299316406,110.337745667,169.044082642,198.769760132,99.3848800659
1699531793621775999,robot4,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,22,0,362.298919678,94.5766525269,170.300384521,202.428161621,101.214080811
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699532402005454571,robot7,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,28,0,273.499816895,86.5417556763,107.446632385,198.676254272,99.3381271362
1699532416134519435,robot6,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,11,0,287.599151611,75.3384475708,140.54598999,196.901443481,98.4507217407
1699532422807904647,robot0,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,15,0,294.29864502,88.2277755737,156.460723877,197.020507812,98.5102539062
1699532424424563377,robot1,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,20,0,295.899780273,92.9577789307,151.429779053,198.611129761,99.3055648804
1699532434857668514,robot2,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,21,0,306.300933838,80.8938140869,155.604125977,202.501174927,101.250587463
1699532451945342043,robot4,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,11,0,323.399169922,64.6052932739,135.175079346,202.416442871,101.208221436
1699532462848501696,robot3,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,25,0,334.347259521,115.156555176,124.516395569,202.380249023,101.190124512
1699532472329369922,robot5,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,29,0,343.751373291,117.943489075,110.381088257,202.441650391,101.220825195
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699533017037367573,robot1,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,225.398788452,111.300476074,103.236854553,198.385482788,99.192741394
1699533026991630862,robot6,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,235.301269531,120.562057495,104.345314026,196.606079102,98.3030395508
1699533032702059364,robot4,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,241.051574707,122.399604797,108.680053711,202.412490845,101.206245422
1699533046646548275,robot0,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,254.950012207,131.10987854,103.121803284,196.89289856,98.4464492798
1699533049850578620,robot7,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,258.19909668,129.410827637,108.839042664,198.420730591,99.2103652954
1699533051050381674,robot3,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,259.400360107,132.028137207,108.161613464,202.383789062,101.191894531
1699533073437539832,robot2,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,281.751251221,115.273300171,108.000335693,202.483581543,101.241790771
1699533076773643112,robot5,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,285.100341797,130.053756714,110.06565094,202.447967529,101.223983765
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699533611703101686,robot0,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,10,0,215.049514771,122.895187378,100.576293945,196.781188965,98.3905944824
1699533676015774036,robot1,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,279.352844238,188.932556152,102.516242981,198.342086792,99.171043396
1699533765607550270,robot2,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,13,0,368.951812744,276.149536133,106.667266846,202.496566772,101.248283386
1699533850986805158,robot3,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,11,0,454.348754883,327.418884277,106.553848267,202.417114258,101.208557129
1699533895294460137,robot4,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,10,0,498.599975586,348.848510742,104.848152161,202.408309937,101.204154968
1699533974198487285,robot5,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,12,0,577.500183105,419.173278809,107.955131531,202.45413208,101.22706604
1699534030865083408,robot6,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,634.198181152,504.368652344,105.319549561,197.045455933,98.5227279663
1699534088420384481,robot7,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,11,0,691.801635742,488.52645874,107.41179657,198.542678833,99.2713394165
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699534750650903080,robot1,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,23,1,277.550018311,85.4363327026,141.376159668,198.529312134,99.2646560669
1699534757507750790,robot0,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,18,0,284.399353027,85.0486907959,150.583847046,197.142272949,98.5711364746
1699534783287949462,robot7,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,25,0,310.197998047,104.188392639,164.869857788,198.486343384,99.2431716919
1699534799985488123,robot6,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,25,1,326.90032959,118.023719788,170.158416748,196.655212402,98.3276062012
1699534804014706760,robot5,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,13,1,330.899719238,58.111869812,140.811233521,202.433380127,101.216690063
1699534807078820235,robot2,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,24,1,333.99899292,97.3727722168,169.833328247,202.471679688,101.235839844
1699534839906497519,robot3,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,27,1,366.79776001,113.54006958,173.621994019,202.419662476,101.209831238
1699534865287945416,robot4,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,23,1,392.150421143,112.046691895,180.287536621,202.468582153,101.234291077
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699544619363083898,robot1,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,273.098907471,78.2213745117,143.444213867,198.576019287,99.2880096436
1699544654910658740,robot0,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,16,0,308.648529053,99.4284057617,162.229003906,196.765151978,98.3825759888
1699544675121137468,robot4,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,12,0,328.800415039,76.7066802979,129.459777832,202.38444519,101.192222595
1699544706114763949,robot6,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,20,0,359.850341797,131.463562012,164.939941406,197.134231567,98.5671157837
1699544710448318715,robot7,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,40,0,364.101074219,173.256195068,111.197296143,198.599807739,99.2999038696
1699544719577322025,robot2,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,28,0,373.30355835,129.279251099,174.938552856,202.457229614,101.228614807
1699544732074230122,robot5,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,43,0,385.799591064,156.965499878,111.819328308,202.436126709,101.218063354
1699544746166432548,robot3,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,36,0,399.900146484,135.990982056,183.860443115,202.380233765,101.190116882
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699548224104306920,robot1,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,217.750106812,100.832061768,101.055908203,198.386230469,99.1931152344
1699548244472172083,robot0,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,238.1509552,121.557846069,102.985427856,196.983413696,98.4917068481
1699548247976498548,robot3,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,241.599761963,116.901603699,106.457427979,202.444625854,101.222312927
1699548256453172993,robot4,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,250.050643921,132.31288147,109.866546631,202.420913696,101.210456848
1699548264659859309,robot6,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,258.351287842,123.013336182,110.998268127,196.751495361,98.3757476807
1699548266415258282,robot7,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,260.099609375,122.633354187,105.323379517,198.49848938,99.2492446899
1699548273388045164,robot2,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,266.999816895,131.083251953,107.36277771,202.507659912,101.253829956
1699548282321482247,robot5,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,276.000396729,112.500968933,107.670646667,202.446517944,101.223258972
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699548816406485194,robot0,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,9,0,216.648345947,124.343017578,101.120063782,197.001052856,98.5005264282
