%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699357553640385270,robot5,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,6,0,96.5502548218,28.4530849457,46.5514373779,58.643951416,29.321975708
1699357582962130254,robot7,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,12,0,125.782318115,50.8544654846,63.1220932007,61.2356071472,30.6178035736
1699357585219496948,robot0,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,9,0,128.099121094,51.072353363,57.3322639465,60.740272522,30.370136261
1699357590692254357,robot2,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,13,0,133.598495483,54.7509613037,63.1386528015,58.7786560059,29.3893280029
1699357591487101698,robot6,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,12,0,134.348983765,58.1884994507,64.7816162109,60.666229248,30.333114624
1699357605838470295,robot4,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,13,0,148.651565552,61.5572090149,66.1531143188,57.1487731934,28.5743865967
1699357606748165330,robot1,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,19,0,149.651275635,63.7260398865,78.2877349854,60.7282867432,30.3641433716
1699357611312427015,robot3,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,13,0,154.197509766,58.7631378174,65.4496383667,56.5914535522,28.2957267761
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699357886018272069,robot1,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,15,0,117.952850342,46.8345756531,58.1301269531,60.4840354919,30.242017746
1699357928493982986,robot6,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,15,0,160.399185181,83.9622192383,53.0144615173,60.5639533997,30.2819766998
1699357955602398384,robot7,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,20,0,187.550537109,121.031356812,42.3097305298,60.9624633789,30.4812316895
1699357957287800719,robot3,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,23,0,189.148849487,95.3996200562,75.4556045532,56.7060775757,28.3530387878
1699357970865314480,robot2,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,28,0,202.801849365,98.2626113892,87.6803359985,58.7645263672,29.3822631836
1699357980050707908,robot5,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,30,0,211.949050903,146.522384644,44.1449890137,58.4016265869,29.2008132935
1699357988617131082,robot0,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,24,0,220.550521851,114.838890076,106.375213623,60.6178283691,30.3089141846
1699357998574611652,robot4,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,30,0,230.502639771,127.444755554,66.7127456665,56.7217597961,28.3608798981
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699358284384436038,robot1,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,115.299568176,115.356292725,38.7702178955,60.6542243958,30.3271121979
1699358284409589963,robot5,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,115.348899841,115.380661011,43.1928825378,58.312713623,29.1563568115
1699358285212474419,robot3,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,116.149719238,116.18347168,41.2558517456,57.4632225037,28.7316112518
1699358287179782134,robot4,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,118.151062012,118.125694275,39.4588508606,57.3696022034,28.6848011017
1699358288372593887,robot6,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,119.300994873,119.322982788,41.3068351746,60.9009284973,30.4504642487
1699358290401567306,robot0,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,121.348861694,121.34513855,45.3337516785,60.7708091736,30.3854045868
1699358293762742367,robot7,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,124.703216553,124.706283569,44.221950531,60.9929008484,30.4964504242
1699358317505310154,robot2,2,0,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,148.447402954,148.472259521,47.4068260193,58.5692901611,29.2846450806
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699358555743177107,robot0,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,73.0999450684,73.0943222046,31.0547122955,60.7203598022,30.3601799011
1699358908660396146,robot1,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,426.000732422,426.014862061,52.0059280396,60.356880188,30.178440094
1699358969597479027,robot2,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,9,0,486.947631836,486.969146729,31.8594913483,59.1086730957,29.5543365479
1699359044827459030,robot3,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,562.199584961,562.180969238,32.4238739014,56.504032135,28.2520160675
1699359048365633475,robot4,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,1,3,0,565.701293945,565.73614502,6.97450971603,56.5665893555,28.2832946777
1699359068578930475,robot5,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,1,3,0,585.901123047,585.949279785,4.21645832062,58.587928772,29.293964386
1699359088446941579,robot6,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,1,3,0,605.798278809,605.817504883,26.0453701019,60.5713806152,30.2856903076
1699359092305498882,robot7,2,1,1.0,0.5,1.0,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,1,3,0,609.650085449,609.660827637,24.5783042908,60.9631538391,30.4815769196
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699359480917886696,robot2,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,13,1,141.24911499,62.8743133545,65.8061599731,58.9818840027,29.4909420013
1699359481824339163,robot3,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,9,0,142.199966431,44.5891494751,58.8980369568,57.2631416321,28.631570816
1699359485577064765,robot1,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,145.947875977,63.3025665283,67.0390167236,60.383769989,30.1918849945
1699359487717013975,robot6,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,19,0,148.102035522,71.7703094482,71.8574371338,60.6609611511,30.3304805756
1699359497434270824,robot7,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,157.800125122,70.6782989502,67.1833114624,61.0997276306,30.5498638153
1699359501526265998,robot0,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,1,161.899246216,81.9786300659,83.1493453979,60.5985527039,30.2992763519
1699359508196580319,robot5,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,168.600296021,73.8652572632,85.0101623535,58.4071998596,29.2035999298
1699359520188112241,robot4,1,0,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,20,0,180.548583984,77.5670852661,69.5579071045,57.0791778564,28.5395889282
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
1699359844061858103,robot4,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,16,0,158.649368286,77.1215896606,44.2236061096,57.3753356934,28.6876678467
1699359882237584397,robot6,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,20,0,196.851638794,117.350112915,52.7500762939,60.8826560974,30.4413280487
1699359908399699412,robot2,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,21,0,223.000961304,120.969970703,67.5380096436,58.8619194031,29.4309597015
1699359912762174178,robot1,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,22,0,227.404998779,112.153717041,109.838981628,60.5144767761,30.2572383881
1699359958462871242,robot0,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,37,0,273.102325439,147.604690552,126.710617065,60.7005157471,30.3502578735
1699359966905357030,robot7,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,35,0,281.549133301,215.087280273,43.516658783,60.9482116699,30.474105835
1699359967170870535,robot5,1,1,1.0,0.5,1.0,5.0,3.0,6.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,27,0,281.801208496,215.997512817,45.7722549438,58.2398986816,29.1199493408
